baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
NM_001522	0.132532384784515	1.08666434795607	3.11653965008542	0.348676567591972	0.727332137894283	0.990580197718261
MSTRG.848	73.8439774328872	0.275960563645612	0.274047996918019	1.00697894802772	0.313944890903365	0.990580197718261
MSTRG.370	943.381556226506	-0.331095069397386	0.271629328957503	-1.21892238466335	0.222873652694121	0.990580197718261
MSTRG.371	13.0818100525238	0.699109564545052	0.685488456201679	1.01987066043219	0.307789805880104	0.990580197718261
MSTRG.372	88.863246444642	0.382052948305344	0.402103250679815	0.950136433016713	0.342042933022585	0.990580197718261
MSTRG.373	6574.92855584063	0.16761449813993	0.271345353562097	0.617716485429229	0.536762243110169	0.990580197718261
MSTRG.374	0.369688109449287	0.12487540356991	2.65045959654836	0.0471146225856577	0.962421873141953	0.990580197718261
MSTRG.375	3.04144864571222	-0.427759019060157	0.690672068899747	-0.619337364751965	0.535694134324028	0.990580197718261
MSTRG.376	14.0030293478741	-0.0657092799704336	0.625341022070247	-0.105077513950544	0.916314301781201	0.990580197718261
MSTRG.378	0.386883181961337	-0.986096689433553	3.10253196468902	-0.317836109557181	0.75060925839968	0.990580197718261
MSTRG.379	19.2766353681977	0.315964227037675	0.319469201341406	0.989028756797169	0.322649072185768	0.990580197718261
MSTRG.17	2182.16801504438	0.497164881829732	0.326949040457551	1.52061887422569	0.128355507573219	0.990580197718261
MSTRG.680	68.2285951238608	-0.28966833928752	0.452577868465648	-0.640040884609687	0.522146019645895	0.990580197718261
MSTRG.681	344.647152396519	-0.558093255203655	0.359958392677448	-1.5504382355206	0.121036367309649	0.990580197718261
MSTRG.682	220.70499046764	-0.620088632697627	0.493074935930603	-1.25759511893928	0.208538219513607	0.990580197718261
MSTRG.683	3.70014701592053	-1.06798090924474	1.20246267030343	-0.888161383816799	0.374453947505192	0.990580197718261
MSTRG.684	19.2370862413926	0.0195851554336927	0.369106884834101	0.0530609323163817	0.957683359073581	0.990580197718261
MSTRG.685	1686.71875165069	0.0626016859138705	0.108308566728511	0.577993854085333	0.563268268600393	0.990580197718261
MSTRG.686	461.90038867096	0.281267239125688	0.332577651925476	0.845718999750215	0.397709521372759	0.990580197718261
MSTRG.688	7716.53622179474	-0.124855229637402	0.134034572866828	-0.931515108131493	0.351587173162713	0.990580197718261
MSTRG.689	45.683224772875	-0.0446746748689963	0.326991357857164	-0.136623411584202	0.891328470256942	0.990580197718261
MSTRG.843	19.410537044921	0.129367868404492	0.400037163416373	0.323389625352986	0.746400185570185	0.990580197718261
MSTRG.18	30.2583213506946	-0.352119556498398	0.492204209562256	-0.715393224311425	0.474366098113777	0.990580197718261
MSTRG.19	23.2289298626331	0.0679252260536194	0.904801703977339	0.0750719475383753	0.940157467445715	0.990580197718261
MSTRG.968	92.6742537282455	0.990293645470189	0.41400011059657	2.39201299739554	0.0167562489791126	0.990580197718261
NM_001195576	0.488837528429064	-2.36202852828074	3.05957822037094	-0.772011159104922	0.440107818262256	0.990580197718261
MSTRG.976	2269.40337713968	0.090696727898575	0.177629648724808	0.510594535032192	0.609635003373914	0.990580197718261
MSTRG.977	11.011330403081	-0.18124509524635	0.629351961149231	-0.287986860190896	0.773356796834952	0.990580197718261
MSTRG.974	953.150193542757	-0.200556379399457	0.11094594462978	-1.80769454952772	0.0706540533688954	0.990580197718261
MSTRG.975	1689.48800580357	0.150248932490759	0.119501653883331	1.257295841591	0.208646529223926	0.990580197718261
MSTRG.972	5.69252431126247	-1.83034155547522	1.94739792946462	-0.939890880945132	0.347273535358301	0.990580197718261
MSTRG.973	5.16640364489449	-1.64709110206	1.96724935638616	-0.837255885591293	0.402448750200567	0.990580197718261
MSTRG.970	2837.39162692777	-0.0480829407653403	0.147983633817436	-0.324920665380195	0.745241116054436	0.990580197718261
MSTRG.978	2.6971888591767	-1.27866868215589	0.868914472601224	-1.47157024364896	0.141136965904636	0.990580197718261
MSTRG.979	25.931915693453	-0.8129060665935	0.388608579309874	-2.09183767388031	0.0364530389921676	0.990580197718261
NM_020721	0.842379571037309	3.26198453572798	3.04064098381649	1.07279503009055	0.283363091176165	0.990580197718261
NM_000032	0.171253180071461	-0.836905685229725	3.11653965008542	-0.268536832254576	0.788286127576592	0.990580197718261
NM_194277	0.255876556939528	1.70154874478188	3.09711194524225	0.549398528327585	0.582731983823778	0.990580197718261
MSTRG.70	12.3083332965008	-0.491632723648396	1.14115919247134	-0.430818703378008	0.666600198967553	0.990580197718261
MSTRG.71	1.38035381920167	0.478744306329708	2.44171417332888	0.19606893860022	0.844556207771145	0.990580197718261
MSTRG.72	1.77500198254573	-0.445639100760794	1.70781791528626	-0.260940640551893	0.794138283587875	0.990580197718261
MSTRG.74	1997.64019719485	0.219172712983542	0.251198478400757	0.872508123372778	0.382931238505709	0.990580197718261
MSTRG.75	2425.0574652238	0.755922297391246	0.490127107248144	1.5422984899477	0.123001075743494	0.990580197718261
MSTRG.76	242.101932278402	0.976126782937631	1.00329081598076	0.972925065583726	0.330590546211455	0.990580197718261
MSTRG.77	17.5202635398658	-0.184148197855838	0.458651945230201	-0.401498783055227	0.688052933939827	0.990580197718261
MSTRG.78	1464.25095773432	-0.034608286271018	0.120138429694151	-0.288070073490421	0.773293099951667	0.990580197718261
MSTRG.79	181.708313922727	-0.0463703112776505	0.245296472338824	-0.18903782364061	0.85006317222235	0.990580197718261
NM_006240	3.0675030750111	0.55445195288852	1.64713518377071	0.336615936780148	0.736406440842994	0.990580197718261
MSTRG.886	7.95046818132286	0.33160466437661	0.4827999036912	0.686836641518275	0.492185676765966	0.990580197718261
NR_110830	5.21797712933473	0.30609189347633	1.01384686057831	0.301911368844929	0.762719628853704	0.990580197718261
MSTRG.335	3.53249315215625	0.0426911808960275	0.973347824418342	0.0438601492961051	0.965015880967231	0.990580197718261
NM_032428	1.63925804971942	4.23785153988325	3.02235110968885	1.4021704911444	0.160864341219941	0.990580197718261
MSTRG.884	10.1258437890651	0.368824586932531	0.647211395265363	0.56986726381928	0.568767729630465	0.990580197718261
MSTRG.885	5030.96676483544	-0.224935998352045	0.153049955823058	-1.46969005735679	0.141645716771842	0.990580197718261
MSTRG.330	15.4821155651643	-0.123371248054387	0.430601829401106	-0.286508880433636	0.774488392829434	0.990580197718261
MSTRG.883	15.496678769866	0.135799436234662	0.545643092642674	0.248879602923139	0.803453913464852	0.990580197718261
MSTRG.332	6.04818095074945	-0.276161784164043	0.55222549227788	-0.500088800726857	0.617012551526317	0.990580197718261
MSTRG.333	1265.91283799697	0.00647944401452265	0.111923357410849	0.0578917945674009	0.953834819148525	0.990580197718261
MSTRG.235	143.46212551702	0.0190150020891572	0.2312849666391	0.0822146046302628	0.93447605994657	0.990580197718261
MSTRG.726	23.9311596666801	0.584859685678301	0.410157508365719	1.4259392398025	0.153885881441148	0.990580197718261
MSTRG.237	7.39007347467381	0.679200966985291	0.802467923615716	0.846390175852742	0.397335117155095	0.990580197718261
MSTRG.724	21.4078981871301	0.311281931936524	0.467685197479737	0.665580038910705	0.505679568617582	0.990580197718261
MSTRG.723	77.3721644009775	-0.158210829163622	0.158024171924152	-1.00118119422616	0.316739216619779	0.990580197718261
MSTRG.230	46.3915378418696	0.497406864004366	0.509348283900445	0.976555492040464	0.328789262764395	0.990580197718261
MSTRG.233	4904.82698051755	-0.165826796785583	0.165483199392208	-1.00207632795738	0.316306729870925	0.990580197718261
MSTRG.232	3611.00566597774	0.759670265637967	0.627257900845365	1.21109716531932	0.225858167689446	0.990580197718261
MSTRG.239	1414.23899074179	0.122511315778802	0.13587146709006	0.901670662741856	0.367231841752272	0.990580197718261
MSTRG.763	2.16792844382545	0.518607740436832	1.20920118669576	0.4288845778046	0.668007224082716	0.990580197718261
MSTRG.762	2.43196638474225	1.45317128950023	1.22710927213678	1.18422321670653	0.236324714110199	0.990580197718261
MSTRG.761	17.3323579370518	-0.204974202021592	0.812391378399128	-0.252309671756374	0.800801712943699	0.990580197718261
MSTRG.760	7.48621357626757	0.699902801943906	0.967740195465378	0.72323419573094	0.469536013254909	0.990580197718261
MSTRG.767	82.2646751973327	-0.156468742458952	0.330447408896686	-0.473505732671281	0.63585241203685	0.990580197718261
MSTRG.766	20.5701185320689	1.84581140818042	0.811201058817463	2.27540557068697	0.0228816115116985	0.990580197718261
MSTRG.765	1.87560107696553	-2.10182895900508	1.66185897390651	-1.26474568059427	0.205962509000119	0.990580197718261
MSTRG.764	1.72941164329044	0.646592818028711	1.63547566348709	0.395354594668852	0.692581213449277	0.990580197718261
MSTRG.768	60.0078679651023	0.10756602035656	0.330627926689506	0.325338580541553	0.74492483461332	0.990580197718261
MSTRG.561	42.9478134348823	0.0388245781888285	0.294940538741828	0.131635272500852	0.895272784856171	0.990580197718261
MSTRG.560	5496.3677513354	-0.0618008395535354	0.154908151244467	-0.398951501628891	0.689928939887863	0.990580197718261
MSTRG.563	18.5845229298624	0.89962515076055	0.470896863416793	1.91045050551608	0.0560752332842088	0.990580197718261
MSTRG.562	4711.89530185032	-0.0964855743532223	0.273315522661023	-0.353019006801482	0.724074191379209	0.990580197718261
MSTRG.565	6.06376370579505	-0.531920851240213	0.798135326889105	-0.666454463697883	0.505120660313418	0.990580197718261
MSTRG.567	2154.10809413176	0.0913151113883121	0.227068671793967	0.402147555921619	0.687575435743022	0.990580197718261
MSTRG.566	4.45498065385169	-0.608401623464774	1.12247463054387	-0.54201815070866	0.587806002099051	0.990580197718261
MSTRG.569	16.653231133253	-0.609815476424534	0.522233254967598	-1.16770709376286	0.242924934414454	0.990580197718261
MSTRG.568	6823.51443579675	0.0891302706025561	0.255366764205722	0.349028468445304	0.727067937186141	0.990580197718261
NM_176819	0.331330961961288	2.03439831367076	3.08330492303497	0.65981093808531	0.509375163162053	0.990580197718261
MSTRG.165	10.9240276249831	-0.159393642392455	0.441422034782626	-0.361091268293724	0.71803122042823	0.990580197718261
MSTRG.164	111.892302643301	-0.114051809971204	0.237751469673017	-0.479710220626866	0.631433459347012	0.990580197718261
MSTRG.166	5706.81824718527	0.100977428748504	0.116455320315831	0.86709158907167	0.385891828698449	0.990580197718261
MSTRG.161	266.286013812163	-0.518107257576641	0.453398278044609	-1.1427199499105	0.253154884035215	0.990580197718261
MSTRG.160	3039.27962059203	0.170812394403157	0.207855087495725	0.821785968585782	0.411198720908544	0.990580197718261
MSTRG.163	1007.56161674237	-0.08306861173473	0.144503345822048	-0.57485597487152	0.565388706649991	0.990580197718261
MSTRG.162	11.2656924882841	-2.16483490012644	1.24023126928992	-1.74550904636188	0.0808962991503199	0.990580197718261
MSTRG.305	2893.09744244204	0.0720255264988145	0.15079387658411	0.477642250006353	0.632904854141475	0.990580197718261
MSTRG.304	82.3568307716771	0.573747825318102	0.229978036366401	2.49479400025838	0.0126030272929741	0.990580197718261
MSTRG.307	28.6112312303126	-0.41378464919435	0.366304267891706	-1.12962006032832	0.258636354446879	0.990580197718261
MSTRG.306	2262.49901160806	-0.0537203738737519	0.12873396255321	-0.417297602033709	0.676460742271523	0.990580197718261
MSTRG.301	9.39510571118388	-0.749668954470908	0.706641257388573	-1.06089043999688	0.288739694381856	0.990580197718261
MSTRG.300	3397.72831359433	0.395863435819854	0.179711735866534	2.20276897282796	0.0276110360769159	0.990580197718261
MSTRG.303	1213.90777783643	0.406106182887815	0.1587354809175	2.55838317016774	0.0105160149007922	0.990580197718261
MSTRG.302	461.649244490695	0.260453461251257	0.164698850207114	1.5813921039748	0.113788411756106	0.990580197718261
MSTRG.309	11.3555317015475	0.507696982451003	0.430821695141064	1.17843875593305	0.238621734715825	0.990580197718261
MSTRG.308	378.194767402299	0.420598235823815	0.238540802543521	1.76321296540904	0.0778645778557908	0.990580197718261
MSTRG.419	3.29951791098695	0.932697940882655	0.847141310524417	1.10099452038914	0.270899042032328	0.990580197718261
MSTRG.418	19.2802136691072	-0.132278726125377	0.469441876699319	-0.281778709337646	0.778113197187389	0.990580197718261
MSTRG.949	49.2629886215444	-0.444456651912407	0.381709993717687	-1.16438306365415	0.244268808007755	0.990580197718261
MSTRG.948	7846.53976715295	0.106336729861254	0.331253197188775	0.321013444590709	0.74820020237156	0.990580197718261
MSTRG.942	1.81865845525249	-1.61596655161156	1.09019853424425	-1.48226813818987	0.138268962578987	0.990580197718261
MSTRG.941	4343.33866495951	-0.0309125396667173	0.215728190734046	-0.14329392724026	0.88605805170087	0.990580197718261
MSTRG.940	4343.32335648932	-0.0308145041442294	0.215724379012189	-0.142842011113117	0.886414957193538	0.990580197718261
MSTRG.415	552.261939861839	0.598872364873927	0.263509430304689	2.27267906192756	0.0230455273210263	0.990580197718261
MSTRG.946	1923.50626421426	0.0696601708401303	0.134701473994096	0.517144829782511	0.605055061278578	0.990580197718261
MSTRG.945	2.99660536112559	0.461277867001518	0.997726398570781	0.462329018919704	0.643845392635237	0.990580197718261
MSTRG.944	9.44538986234522	-0.595921952352297	0.848610165805494	-0.702232870126712	0.482533949841502	0.990580197718261
MSTRG.789	1247.780875343	-0.0292798941221518	0.131108597616402	-0.223325507666697	0.823282176284393	0.990580197718261
MSTRG.788	22759.622537543	0.168588236272456	0.122604654808698	1.37505575571749	0.169114159725097	0.990580197718261
MSTRG.781	9.5404545276734	0.669357865200166	0.456801486680607	1.46531455066865	0.14283511844969	0.990580197718261
MSTRG.780	14.0055981176735	-0.768078977297952	1.91450915661775	-0.401188458484509	0.688281377469548	0.990580197718261
MSTRG.783	2684.01700609142	-0.0834985967457822	0.183176940216552	-0.455835743555221	0.648508098916009	0.990580197718261
MSTRG.782	1831.31777052438	-0.152366598064565	0.128704784785387	-1.18384563805172	0.236474172614523	0.990580197718261
MSTRG.785	8.38484834817061	-0.243405842481054	0.609304565353818	-0.399481402768926	0.689538524132548	0.990580197718261
MSTRG.784	2.30923522480073	0.86852357024066	1.26639925438833	0.685821289953425	0.492825809211342	0.990580197718261
MSTRG.787	90.8429381297162	-0.262044059642653	0.24552655175941	-1.06727381525493	0.285848208605342	0.990580197718261
MSTRG.786	997.360112487101	-0.356890718513427	0.138471520087467	-2.5773582776299	0.00995586983024649	0.990580197718261
NM_000555	0.312473163021346	-1.75902214821282	3.08785299170789	-0.569658644027579	0.568909244833193	0.990580197718261
MSTRG.63	2175.17748555061	-0.093238988774215	0.342029003293001	-0.272605503850623	0.785156480676841	0.990580197718261
MSTRG.62	3005.95968269047	0.082001266397536	0.271539797974802	0.301986180328326	0.762662597937493	0.990580197718261
MSTRG.61	38.9778434527894	-0.544896017692507	0.596118235327595	-0.914073727996361	0.360678106208292	0.990580197718261
MSTRG.60	1223.46915212741	-0.225422981117137	0.282569629854706	-0.797760825298342	0.425009298756174	0.990580197718261
MSTRG.67	2.51582982185349	-0.717533889960607	1.04717981448222	-0.685205998088677	0.493213939427891	0.990580197718261
MSTRG.66	33.1141365313271	-0.1368911546134	0.457157988905304	-0.299439489051028	0.764604735640932	0.990580197718261
MSTRG.65	6.11790991748646	0.127857703027348	0.583883006301399	0.218978291280066	0.826666958432481	0.990580197718261
MSTRG.64	547.022741660928	0.129037476942551	0.292019144032591	0.441880197170051	0.658575901292676	0.990580197718261
MSTRG.69	1.02541727674313	2.90721039420186	1.83715213954682	1.58245489397465	0.113545761642423	0.990580197718261
NM_175868	0.242754891534728	-1.41044622207239	3.1053928611859	-0.454192524141299	0.649690263323528	0.990580197718261
NM_001080790	0.814729214048441	-3.09971667803025	3.03716430454014	-1.02059565015847	0.307446051192082	0.990580197718261
MSTRG.341	914.224815727534	-0.0588039768103959	0.169518682249674	-0.346887882975559	0.728675550088057	0.990580197718261
MSTRG.832	19.5287802631321	-0.210205719548597	0.446657958960684	-0.470618994538278	0.637912840866637	0.990580197718261
MSTRG.343	9.97114069482604	0.875367025254462	0.602020026425497	1.45404967746998	0.145932533801156	0.990580197718261
MSTRG.342	1347.12691121941	0.180129963250003	0.138424069914653	1.30129076078362	0.193158948534296	0.990580197718261
MSTRG.836	4946.11561507962	1.60837494466288	1.29922205071669	1.23795231444513	0.215733742782601	0.990580197718261
MSTRG.347	46.2874454361196	0.0442288051590166	0.276401924108356	0.160016270876891	0.872868257066574	0.990580197718261
MSTRG.834	49.4520386539862	0.729545054829116	1.07616953336403	0.677909039618144	0.497829368084895	0.990580197718261
NM_001170553	2.91643754526622	2.97587744245501	2.27250262312129	1.30951551482375	0.190359785802693	0.990580197718261
MSTRG.775	5.24770278099246	-1.95298212400126	1.04516180191207	-1.86859309288607	0.0616794474640637	0.990580197718261
MSTRG.776	122.68890407165	1.36331435832312	0.531075533262204	2.56708184229233	0.010255840308345	0.990580197718261
MSTRG.777	16.0272732233722	-0.712310045976042	0.669213749535836	-1.06439840255837	0.287148257141479	0.990580197718261
MSTRG.770	177.451665152658	-0.0340013983179308	0.191602504876001	-0.177458005259041	0.859148648607765	0.990580197718261
MSTRG.771	46.2291994225885	-0.938627881882451	0.625437024006868	-1.50075522531289	0.133418883389551	0.990580197718261
MSTRG.772	44.6838536483077	3.24382860553481	1.76785705769424	1.83489303697757	0.0665215395832589	0.990580197718261
MSTRG.778	5.57295090982257	-0.096025968088177	0.828978445629908	-0.115836507685324	0.907782116309668	0.990580197718261
